model,retailer,value,final_price,html_price,rendered_price,previous_week_price,base_value,discount,promo_note,source_method,availability,availability_method,availability_text,risk_flags,confidence,decision_note,status,error,fetched_at,url
iPhone 15  Plus 128GB,Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
iPhone 14 128GB,Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"iPad Air M3  11"" 128 GB Wifi",Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"iPad Air M3  13"" 128 GB Wifi",CPS,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"iPad Air M3  13"" 128 GB Wifi",Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
AirPods Pro 2 - 2023 (C-Type),CPS,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
AirPods Pro 2 - 2023 (C-Type),Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
AirPods Pro 2 - 2023 (C-Type),Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M5 16/512GB",Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
MacBook NEO A18 Pro ( 8/256GB),Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M4 16/256GB",CPS,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M4 16/256GB",Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M4 16/256GB",MW,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M4 16/256GB",FPT,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 13"" M4 16/256GB",Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Air 15"" M5 16/512GB",Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Pro 14"" M5 16/512GB",Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Pro 16"" M5 Pro 24/1TB",Shopdunk,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Pro 16"" M5 Pro 24/1TB",MW,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
"MacBook Pro 16"" M5 Pro 24/1TB",Viettel,OOS,OOS,,,OOS,,0,,missing_direct_link,OOS,missing_direct_link,No direct product URL in Link Product.xlsx,,OOS_CONFIRMED,no direct product URL in Link Product.xlsx,OOS,,,
